"","geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"12553","FBgn0085237",103.397923322727,3.3110717168037,1.39839443249033,2.367766661447,0.0178958185190642,0.999920879010636,"CG34208"
"4591","FBgn0032057",16.8442707804597,4.83468862007474,2.1491983262019,2.24953116756735,0.0244787221680023,0.999920879010636,"CG9287"
"8523","FBgn0038134",79.8579840944778,3.02846545667016,1.37509939373574,2.20236113146898,0.0276398091659659,0.999920879010636,"wntD"
"17032","FBgn0267734",143.432051474536,2.73976194065858,1.24549566104877,2.19973623862453,0.0278256141121705,0.999920879010636,"asRNA:CR46065"
"4381","FBgn0031735",184.992248881475,4.21354399243535,1.97043064327566,2.13838736563227,0.0324853170455683,0.999920879010636,"CG11029"
"14126","FBgn0262983",17.2252775982859,4.99558815494041,2.59915526645858,1.9220045140847,0.0546051897527877,0.999920879010636,"CG43291"
"16890","FBgn0267585",58.8879743238295,2.44894250090892,1.4431873174694,1.69689857391699,0.0897158377015945,0.999920879010636,"lncRNA:dntRL"
"8086","FBgn0037488",57.6963218495915,6.49578300816075,3.90534668477571,1.66330508722398,0.0962513809160686,0.999920879010636,"CG14607"
"15140","FBgn0265268",6.36128996174163,3.36751562060767,2.05904844663496,1.63547177634946,0.101950186556028,0.999920879010636,"CG18234"
"2951","FBgn0028999",18.7724337360965,2.17536043819162,1.38226827782951,1.57376138415579,0.115542624625871,0.999920879010636,"nerfin-1"
"3806","FBgn0030868",82.4924379336825,1.51157075006307,0.9617011569558,1.57176763189913,0.116004450761742,0.999920879010636,"CG12986"
"242","FBgn0001114",204.316349914802,1.19607344197865,0.790180112207648,1.51367191289717,0.130109072009869,0.999920879010636,"Glt"
"11128","FBgn0051955",43.606192453266,1.8207875867274,1.20768277044346,1.50767041750443,0.131638900386709,0.999920879010636,"CG31955"
"4961","FBgn0032652",102.604132346603,1.33077476723703,0.889261406542309,1.49649445871203,0.134524850846489,0.999920879010636,"CG6870"
"9718","FBgn0039896",1615.53170322701,1.10226499739115,0.740294044926345,1.48895564532174,0.136499048984332,0.999920879010636,"yellow-h"
"2541","FBgn0027259",74.5780128991054,1.4810593726913,1.00611479777109,1.47205803549693,0.141005206310967,0.999920879010636,"Kmn1"
"5271","FBgn0033192",197.882812364205,1.38844465227819,0.9437445097457,1.47120819028905,0.14123482289627,0.999920879010636,"Corin"
"16107","FBgn0266684",43.3316577396828,2.09394403473238,1.43560075894332,1.4585838170451,0.144679690374885,0.999920879010636,"lncRNA:CR45174"
"2417","FBgn0026361",22.0402279673243,1.72219854052224,1.22305544853981,1.40811158036895,0.159098032494823,0.999920879010636,"Sep5"
"10202","FBgn0042627",8.3213056054237,2.43320608992811,1.72982546719642,1.40661941685463,0.159540272301416,0.999920879010636,"FASN2"
"13256","FBgn0259964",8.08835047611886,2.38685446598868,1.72450410915234,1.38408163443688,0.166333459750276,0.999920879010636,"Sfp33A3"
"2032","FBgn0023001",235.99739266031,0.973767499182032,0.709022767632801,1.3733938367496,0.169629944756443,0.999920879010636,"melt"
"11145","FBgn0051999",2251.03557858914,0.783906643542245,0.580327686076001,1.35080000894457,0.176759505233707,0.999920879010636,"CG31999"
"9079","FBgn0038966",396.027997672872,0.899482241451316,0.671714980320648,1.3390831942172,0.180543590879455,0.999920879010636,"pinta"
"7078","FBgn0035999",177.87198664008,1.03449193770689,0.781805206756288,1.32320932217758,0.185765776738974,0.999920879010636,"CG3552"
"7972","FBgn0037323",127.333047128933,1.54829370716143,1.17601536203269,1.31655908345048,0.187986461531125,0.999920879010636,"CG2663"
"5474","FBgn0033520",79.1386260049656,0.964645112876653,0.753959791981335,1.27943840392557,0.200742717358119,0.999920879010636,"Prx2540-1"
"4115","FBgn0031331",3.79878353938831,2.55333673798098,1.99914598235421,1.27721375053069,0.201526793709943,0.999920879010636,"CG5440"
"5464","FBgn0033501",41.4095466062394,1.1981787977239,0.938688148212008,1.27643967808283,0.201800137663417,0.999920879010636,"CG12911"
"5867","FBgn0034126",66.3979659624764,1.02944270188295,0.808286761826677,1.27361074126276,0.202801403636541,0.999920879010636,"jtb"
"8819","FBgn0038575",257.481016983208,0.762155138542638,0.604823726048064,1.26012771278432,0.207623294542455,0.999920879010636,"CG7208"
"7600","FBgn0036786",77.5710883475695,0.93366133300648,0.744833394647425,1.25351701429611,0.210017611022828,0.999920879010636,"skl"
"1569","FBgn0014417",177.982695867527,0.761352125197148,0.617687170837959,1.23258529744805,0.217730525067097,0.999920879010636,"CG13397"
"11586","FBgn0053062",9.20144904336505,1.80467540227069,1.46445677702477,1.23231728691721,0.2178305847492,0.999920879010636,"CG33062"
"7595","FBgn0036781",351.367950080816,0.672222511007338,0.546431844064666,1.23020376339521,0.21862081096402,0.999920879010636,"CG13699"
"3767","FBgn0030804",117.790055981027,0.990602522325825,0.819498803061967,1.20879068843609,0.226743269853192,0.999920879010636,"CG13002"
"10862","FBgn0051427",6.05178461442618,2.11443574033681,1.75468722962047,1.20502144464467,0.228195023426205,0.999920879010636,"CR31427"
"4107","FBgn0031318",1656.25701784678,0.566453399393629,0.475473107509979,1.19134687208727,0.233517440266534,0.999920879010636,"CG4887"
"15666","FBgn0266000",1330.21628078435,0.696453158228658,0.586836737776077,1.18679202135161,0.235309666748174,0.999920879010636,"CG44774"
"17300","FBgn0283525",149.672874398971,0.711309537205916,0.601838710708639,1.18189396020801,0.237247778803341,0.999920879010636,"l(2)10685"
"5223","FBgn0033113",238.587265072373,0.691706532230105,0.585451220702456,1.18149302242492,0.237406923711171,0.999920879010636,"Spn42Dc"
"6090","FBgn0034467",3.33287328077861,2.33951712594121,1.98178205419128,1.18051181308931,0.237796714881352,0.999920879010636,"CG15128"
"4634","FBgn0032124",6.61911822977902,2.95027339551746,2.5042303723635,1.17811581078021,0.238750439652792,0.999920879010636,"CG17855"
"2797","FBgn0028562",45.3377445867903,1.3222304920199,1.12742975359658,1.17278303841272,0.240882821667586,0.999920879010636,"sut2"
