"","geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"8965","FBgn0038798",373.454397602324,-4.17217671895829,0.312685154670435,-13.3430598051759,1.30011596839039e-40,2.68398940782131e-38,"Or92a"
"15459","FBgn0265767",399.682285135141,-1.84776050787906,0.140977595158222,-13.1067671129251,3.01164895656778e-39,6.10000972618021e-37,"zyd"
"5184","FBgn0033043",558.114258684231,-3.65048726057193,0.278877425570765,-13.0899345943855,3.75931407387547e-39,7.47337714500985e-37,"Or42b"
"14675","FBgn0264393",207.383634104386,7.00333656584546,0.538665555047333,13.0012704547817,1.20327550433478e-38,2.34857500709706e-36,"CG43841"
"5997","FBgn0034323",187.70312959859,7.46144958392495,0.583764688399056,12.781604869571,2.07738192568384e-37,3.9822669593243e-35,"CG18537"
"816","FBgn0004516",134.185059066522,-4.0793507374228,0.319401373394601,-12.7718634834516,2.35449172658678e-37,4.43429275173844e-35,"Gad1"
"13449","FBgn0260942",994.188069113365,-2.29668485887681,0.182696450824197,-12.5710425600267,3.04679359780664e-36,5.63919470214729e-34,"bond"
"10249","FBgn0043841",8958.12582784256,1.38438266301765,0.110193871505907,12.5631547752947,3.36637424321363e-36,6.12508940693191e-34,"vir-1"
"10128","FBgn0041605",7094.8643590093,-1.14521845804322,0.0912901293255618,-12.5448223866472,4.24364761339613e-36,7.5925928549679e-34,"cpx"
"10867","FBgn0051438",150.568469513827,6.45208643899295,0.517771563488238,12.461260706411,1.21435575285514e-35,2.13706705031146e-33,"CheB93b"
"9772","FBgn0040060",151.357691633062,4.73051977183898,0.381044062000628,12.414626662864,2.17699974379982e-35,3.76936971769211e-33,"yip7"
"565","FBgn0003339",127.581467924603,6.21594542078407,0.501257836702989,12.400694743586,2.59067615496576e-35,4.41442992437419e-33,"Scr"
"693","FBgn0003944",95.6884111235783,4.52121741511035,0.365195089500156,12.3802798698596,3.34175449668179e-35,5.6052710190436e-33,"Ubx"
"5268","FBgn0033188",2097.11641291268,-1.03240483617663,0.0841583131746254,-12.2674136069533,1.35513219290432e-34,2.23805293705044e-32,"Drat"
"7061","FBgn0035976",1150.86788281768,0.977701445831293,0.0798043648521592,12.2512277071878,1.65471770853337e-34,2.69142342440996e-32,"PGRP-LC"
"5999","FBgn0034325",142.259693212188,6.71709150003096,0.548430948877238,12.2478345063902,1.72541737180009e-34,2.76453066959313e-32,"CG18539"
"1567","FBgn0014396",3876.49247586675,1.66826267965665,0.137022654579454,12.175086556138,4.21946237107318e-34,6.66116596374568e-32,"tim"
"2244","FBgn0025454",13180.9240314616,1.01720350217649,0.0837498222362735,12.1457392387864,6.04338918216908e-34,9.40228737254857e-32,"Cyp6g1"
"11424","FBgn0052551",363.897256967555,7.65723320340315,0.630792727681055,12.1390638594598,6.55719326188265e-34,1.00559242380443e-31,"CG32551"
"13536","FBgn0261341",2167.43856115863,-1.94179671141397,0.161141414071079,-12.0502648099976,1.93327832671085e-33,2.92306237144239e-31,"verm"
"9021","FBgn0038877",846.781927828123,1.45835139725148,0.121140813638504,12.0384811150711,2.23024111860483e-33,3.32522755669762e-31,"CG3308"
"6101","FBgn0034479",305.764596305379,-1.63752061738738,0.137311643969473,-11.9255772493077,8.70783361223388e-33,1.28052868256617e-30,"CG8654"
"5178","FBgn0033031",640.849249498482,-1.38976199350213,0.116960256015085,-11.8823439760843,1.46209074446817e-32,2.12101947863052e-30,"CG8245"
"9215","FBgn0039161",528.278602463968,-2.03138459261651,0.171557368675346,-11.8408472238851,2.40016020590764e-32,3.4354293080558e-30,"CG13606"
"6092","FBgn0034470",5039.32731221192,2.02354351109877,0.172820317762101,11.7089445112832,1.14698548432202e-31,1.62011699660485e-29,"Obp56d"
"1002","FBgn0010044",444.037209773882,-2.2894490696617,0.195801860606962,-11.6926829120249,1.38927400451816e-31,1.93686447253278e-29,"GstD8"
"7313","FBgn0036365",438.126006863714,1.56145747587559,0.134024357766576,11.6505499589493,2.27982730315797e-31,3.13768539735907e-29,"cmb"
"7316","FBgn0036368",447.035795202298,-2.58952032707055,0.222890845777894,-11.6178855081871,3.34308026742638e-31,4.54278059124331e-29,"CG10738"
"13531","FBgn0261290",190.126522382125,7.98330475972635,0.690300348003705,11.5649728162726,6.20109324874591e-31,8.32109200316092e-29,"CheA84a"
"6253","FBgn0034709",569.699347129465,-2.10537079653572,0.182780689564282,-11.5185624999805,1.06370751293283e-30,1.40974075942394e-28,"Swim"
"1612","FBgn0015039",2381.93210278954,0.831485050791384,0.0724175264424751,11.4818206536214,1.62815429772535e-30,2.13149224220507e-28,"Cyp9b2"
"13193","FBgn0259831",595.01796136051,-1.6775363689575,0.146464069817364,-11.4535692682126,2.25658533687887e-30,2.91860766161381e-28,"CG34309"
"7670","FBgn0036877",860.655880848581,1.17380051200183,0.102571035163127,11.4437814743221,2.52629142406315e-30,3.2285402901569e-28,"CG9452"
"8077","FBgn0037475",722.738869700769,-2.14009964014811,0.187038184939694,-11.4420466646323,2.57732757631268e-30,3.25501312137842e-28,"Fer1"
"17362","FBgn0284408",6593.53864647678,-2.06231585193452,0.180996692439953,-11.394218447493,4.4682142783417e-30,5.57747445093001e-28,"trol"
"6885","FBgn0035695",484.642569056061,-1.56381031744242,0.137980174744896,-11.3335870195385,8.94642792034172e-30,1.1039069393663e-27,"CG10226"
"145","FBgn0000454",911.657821428682,-0.966460573930789,0.0856312536956948,-11.2863064853082,1.53346068594919e-29,1.87064777996188e-27,"Dip-B"
"7642","FBgn0036837",2046.53802033347,1.21677299415769,0.108532301516205,11.2111599695138,3.5945147245304e-29,4.33563096267796e-27,"CG18135"
"309","FBgn0001297",1813.70275309127,0.805167812479374,0.072206905039705,11.1508423195348,7.0931698937268e-29,8.46057542323969e-27,"kay"
"11602","FBgn0053110",2988.9528121996,1.01729966586652,0.091964839235448,11.0618326995825,1.92131049033466e-28,2.26651297953215e-26,"CG33110"
"3742","FBgn0030773",120.549763063332,6.76659351263351,0.612853058234128,11.041135263534,2.41956608466793e-28,2.82326542596851e-26,"CG9676"
"17303","FBgn0283536",6620.95541331158,-1.74825072309753,0.158535595099235,-11.0274965190197,2.81594793457115e-28,3.25045172877648e-26,"Vha13"
"2077","FBgn0023507",875.854206031787,1.31406581702151,0.119230471890432,11.0212246599936,3.01923079408756e-28,3.44802580580105e-26,"D2hgdh"
"7087","FBgn0036015",285.606354138952,9.28668591469275,0.848589768454688,10.9436694383013,7.12562514566017e-28,8.05195641459599e-26,"CG3088"
"14292","FBgn0263351",563.921326560456,-1.24248974686887,0.113558202727764,-10.9414354667757,7.30342700996835e-28,8.16690509916774e-26,"AP-2mu"
"6095","FBgn0034473",122.959787137438,-3.61445494629898,0.330934848227254,-10.9219532656075,9.05276907442971e-28,1.0018708867423e-25,"Or56a"
"6182","FBgn0034588",175.940022796742,-3.03588471926597,0.279156693949176,-10.8751994312509,1.51324502314048e-27,1.65762095136868e-25,"CG9394"
"6996","FBgn0035871",1910.40031997706,-0.899152258040796,0.0828740515417283,-10.8496235107808,2.0024846950751e-27,2.1713811314779e-25,"BI-1"
"17388","FBgn0285925",7155.54586400897,-0.830912242729956,0.0769876912139053,-10.7927933625301,3.72298324166889e-27,3.99662250993156e-25,"Fas1"
"6367","FBgn0034885",1907.56478300653,-1.06656983531568,0.0990307240052333,-10.7700902525899,4.76533837180726e-27,5.06494132884663e-25,"Eglp4"
"6751","FBgn0035495",118.552041570205,-4.71237925004188,0.439383423563931,-10.7249818662224,7.77023136390726e-27,8.17778761681808e-25,"CG14989"
"241","FBgn0001112",282.408839396241,3.04710889135812,0.284642935293844,10.7050220242161,9.64077365700465e-27,1.00479325444607e-24,"Gld"
"1611","FBgn0015038",247.991608572346,1.58971651060463,0.148875309863455,10.6781743195879,1.2877932738737e-26,1.32927507644559e-24,"Cyp9b1"
"9530","FBgn0039635",2225.19264868372,-1.2719559190904,0.119519954865733,-10.6422054837562,1.89587777362687e-26,1.93830932379852e-24,"Pdhb"
"9568","FBgn0039684",83.1477007008124,-4.51537454678,0.424335105791138,-10.6410581758524,1.91937027936808e-26,1.94381508952984e-24,"Obp99d"
"3759","FBgn0030796",875.092945146324,-1.23947155224584,0.118288515888088,-10.4783760531622,1.08592347960426e-25,1.0894755657525e-23,"CG4829"
"3979","FBgn0031109",12395.4962336097,0.680034005399188,0.0650249334735392,10.4580499982505,1.34597142732494e-25,1.33787067336419e-23,"Obp19a"
"5881","FBgn0034143",503.652988468495,1.17395540638953,0.112375677793378,10.4467036768227,1.51706650135693e-25,1.49410173321712e-23,"CG8303"
"9045","FBgn0038919",72.1670471320556,5.29733667374606,0.510098984612856,10.384919071671,2.90415515938013e-25,2.83419142144961e-23,"Qsox2"
"6353","FBgn0034865",265.90444578169,-3.57621105291528,0.345078159384561,-10.3634813031731,3.63486491463135e-25,3.51534007734843e-23,"Or59b"
"11958","FBgn0053757",86.1001797178476,3.43328324341782,0.33263954498004,10.3213321904461,5.64346209775257e-25,5.40915764458695e-23,"CG33757"
"2996","FBgn0029507",1442.94591237723,1.13712864702449,0.110574367548882,10.2838358674925,8.33430974527118e-25,7.91759425800762e-23,"Tsp42Ed"
"450","FBgn0002921",31903.8816746697,-1.06185999943489,0.103340513560037,-10.2753505169876,9.1012992166122e-25,8.57039009564316e-23,"Atpalpha"
"5630","FBgn0033760",1780.02847213366,-0.877587318800415,0.0857885145797158,-10.2296597988644,1.46031465741997e-24,1.36317198673073e-22,"CG8785"
"7752","FBgn0036992",814.602741570897,2.60756140665576,0.255167003920768,10.2190383810966,1.62949290303565e-24,1.50798330293859e-22,"Hpd"
"9823","FBgn0040259",2041.94729638279,0.784134164107816,0.0769313892529651,10.1926427134889,2.13869907875513e-24,1.96230210345609e-22,"Ugt302C1"
"181","FBgn0000567",529.498801281437,-1.08634489476832,0.10678781506155,-10.1729293191567,2.6191119448696e-24,2.38272599391315e-22,"Eip74EF"
"581","FBgn0003380",3479.17611760418,-0.818088732350401,0.0823223663807712,-9.93762410286459,2.85556540805399e-23,2.5760079542403e-21,"Sh"
"1155","FBgn0011204",594.18668264094,-1.08853812212051,0.110407963019837,-9.85923562347518,6.25235428944765e-23,5.59325194143504e-21,"cue"
"7595","FBgn0036781",77.6263163396905,3.87198387241682,0.39277554290033,9.8580065444639,6.32934864539769e-23,5.61533534779704e-21,"CG13699"
"8086","FBgn0037488",324.091718802567,10.0605844225883,1.03272402396785,9.74179373104377,1.9999254364098e-22,1.75977045572616e-20,"CG14607"
"5582","FBgn0033697",3029.95821677305,1.993646913446,0.205483217557049,9.70223718096343,2.94959003432963e-22,2.57429666817306e-20,"Cyp6t3"
"2003","FBgn0022361",2164.3263683187,-0.691409858258686,0.0712883264172372,-9.69878089453235,3.05122462779552e-22,2.6415239015633e-20,"Pur-alpha"
"12305","FBgn0067311",285.733711263866,11.6829003677997,1.20829436938388,9.6689189851616,4.08671900542102e-22,3.50967428185558e-20,"CheB38b"
"6781","FBgn0035539",289.852625461466,-2.24178750959488,0.233221678362771,-9.61226042678516,7.0973487958327e-22,6.04682851771937e-20,"slow"
"9028","FBgn0038888",239.390487786713,11.4276411902859,1.19190974581454,9.58767325329353,9.00937537778e-22,7.61540509295026e-20,"CheB93a"
"2398","FBgn0026252",848.67858045241,0.89189980263972,0.0930414877455657,9.58604407830127,9.15271760305269e-22,7.67612683349771e-20,"msk"
"6167","FBgn0034566",470.110054747025,-1.23541515911132,0.130424246277311,-9.47228137691932,2.7379733782914e-21,2.27846079193474e-19,"CG9313"
"12674","FBgn0085399",353.908863708477,-1.92028182613613,0.204012239410592,-9.41258147885627,4.8409852329821e-21,3.99753665200483e-19,"CG34370"
"7062","FBgn0035977",116.935388201732,3.52946069994248,0.375708322677725,9.39415095941322,5.76811398704563e-21,4.72677127106373e-19,"PGRP-LF"
"5448","FBgn0033476",1203.25585579671,0.74713939134835,0.0797614127085889,9.3671785137263,7.44973184278492e-21,6.02094863596113e-19,"oys"
"3364","FBgn0030183",600.956394511471,-1.44143094461273,0.153883307661126,-9.36703900196233,7.4595823808368e-21,6.02094863596113e-19,"CG15309"
"8627","FBgn0038286",1217.93099089627,-1.40842735304943,0.150861077750686,-9.33592265181221,1.00115430327349e-20,8.02044137734397e-19,"CG6966"
"10827","FBgn0051345",239.17704508083,-1.86826979045,0.200163796038832,-9.33370483285373,1.02233475400251e-20,8.12945450682738e-19,"CG31345"
"12177","FBgn0060296",689.074990908327,0.926365546042741,0.0993880773745498,9.32069087675052,1.15585187350102e-20,9.12358078090696e-19,"pain"
"1075","FBgn0010388",56.5896422605953,5.34443550834217,0.574031996574795,9.31034426692589,1.274186708517e-20,9.98422942768614e-19,"Dro"
"1904","FBgn0020414",1388.71811832083,1.05526453624413,0.113377187497191,9.30755612781694,1.30807385390378e-20,1.01754875519254e-18,"Idgf3"
"7072","FBgn0035989",975.898915472062,-1.44541087604988,0.155450856738459,-9.29818533249857,1.42863047600122e-20,1.10333439999087e-18,"Tat"
"1683","FBgn0015576",1082.2244603786,0.844747320733825,0.0908892820204146,9.29424572353962,1.48253614475919e-20,1.13678753671357e-18,"alpha-Est8"
"4799","FBgn0032382",415.375314822758,3.65388219326269,0.395819389418843,9.23118546220655,2.67653037553362e-20,2.0377697575428e-18,"Mal-B2"
"2448","FBgn0026409",7020.23397633501,-0.835491535646284,0.0905819924665165,-9.22359414819808,2.87304874999618e-20,2.17198438952176e-18,"Mpcp2"
"4655","FBgn0032156",1866.46020167769,1.47863945900996,0.160879804578515,9.19095757782534,3.89359628970194e-20,2.92292001188464e-18,"CG13124"
"4611","FBgn0032085",146.277739410455,-2.82264640702715,0.307211460320648,-9.18795934266596,4.0036416009695e-20,2.98465920738942e-18,"CG9555"
"5428","FBgn0033448",1136.96420579102,0.949706516860767,0.104081770832866,9.12461912649239,7.19889411305997e-20,5.32966402094474e-18,"hebe"
"7857","FBgn0037138",3252.44002562764,-0.798453662402001,0.0877898828668818,-9.09505328322078,9.45401024854359e-20,6.95128767247366e-18,"P5CDh1"
"13392","FBgn0260746",193.071260111312,-3.13337786026087,0.344782226771744,-9.08799125059094,1.0088565610319e-19,7.36739808345405e-18,"Ect3"
"6788","FBgn0035546",77.2939703968316,6.98390596325677,0.769026802190245,9.08148577314353,1.07102682254486e-19,7.76856279731017e-18,"CG11345"
"2817","FBgn0028663",1455.56005285548,-1.23656718594615,0.136340802331148,-9.06967807731352,1.19369168103205e-19,8.60018805092557e-18,"VhaM9.7-b"
"14255","FBgn0263257",383.317027423637,-1.26271946379748,0.139298712259474,-9.06483228247933,1.24796093872031e-19,8.93124045144169e-18,"Cngl"
"4740","FBgn0032285",4344.661238027,5.30666487309322,0.585878009596631,9.05762767362917,1.33318445448855e-19,9.47797027744013e-18,"CG17108"
"5232","FBgn0033130",701.888824017229,1.92061748305016,0.21234452974891,9.04481733210279,1.49915611686918e-19,1.05877900753886e-17,"Tsp42Ei"
"6780","FBgn0035538",2610.89244765461,-1.69427551664801,0.190366753549784,-8.90005993722497,5.5816537457796e-19,3.91627797130353e-17,"DopEcR"
"1727","FBgn0015801",1446.62297975386,0.972811484634532,0.109319077084265,8.89882635841022,5.64403131555641e-19,3.93432962159078e-17,"Reg-5"
"2534","FBgn0027095",443.745609895805,-1.08209732834143,0.121959574082788,-8.87259025361049,7.14638850264476e-19,4.94945035973494e-17,"Manf"
"362","FBgn0002440",120.747886102637,-3.03949822352618,0.343788442955521,-8.84118790438639,9.4706226991495e-19,6.51712401765192e-17,"l(3)mbn"
"13375","FBgn0260653",1135.09455908697,-1.52379440705198,0.172493608652896,-8.83391807355754,1.01071687721502e-18,6.91085711904668e-17,"serp"
"10043","FBgn0040923",903.395797691856,3.11809167756054,0.353997070156712,8.80824148115177,1.27124347324496e-18,8.63721435777507e-17,"CG11368"
"6525","FBgn0035132",515.218268889074,1.11866213276259,0.127529631115048,8.77178207904808,1.75860507242875e-18,1.18733493412092e-16,"mthl10"
"12561","FBgn0085246",78.0698734295328,-3.83093879408746,0.438190362870551,-8.74263589228955,2.27733704479903e-18,1.52795082349485e-16,"CG34217"
"1705","FBgn0015721",360.489727504449,-1.48750779675647,0.170321398226751,-8.73353443691279,2.46835521458617e-18,1.64582566637159e-16,"ktub"
"4380","FBgn0031734",7368.7797716299,0.934240867638604,0.107063015010924,8.72608405006417,2.6364277266857e-18,1.74704022505994e-16,"CG11147"
"958","FBgn0005626",4303.75302290321,-0.774576354308985,0.0887863653820782,-8.72404620884881,2.68433482021243e-18,1.7678732696307e-16,"ple"
"3842","FBgn0030921",388.513323278067,7.26109334464875,0.837289928371935,8.67213745036627,4.24083299827998e-18,2.77593550222778e-16,"CG6290"
"734","FBgn0004167",2246.28287152453,1.33788502584308,0.154547149406354,8.65680817137137,4.85158169734906e-18,3.15646845582074e-16,"kst"
"9280","FBgn0039257",151.166606032986,2.80149468273336,0.323650944442273,8.65591381962748,4.88978010428144e-18,3.16215598912417e-16,"tnc"
"13124","FBgn0259241",131.350316311594,-1.8839399554729,0.217723391927908,-8.65290559177356,5.02045540956678e-18,3.22722088752691e-16,"CG42339"
"5873","FBgn0034135",836.60093810164,-1.49759858744159,0.173126834514846,-8.65029729006661,5.13654437396477e-18,3.28219070562571e-16,"Syn2"
"2567","FBgn0027491",559.174970061537,-1.00342652132796,0.116425673470599,-8.61860182051128,6.77765960699985e-18,4.30521750775997e-16,"Cdk5alpha"
"5190","FBgn0033054",616.412466909427,-1.33901292798272,0.155843935926754,-8.59201174572525,8.54596504720187e-18,5.39652557539483e-16,"CG14591"
"10244","FBgn0043792",528.027380919511,1.82233338069056,0.212301871903129,8.58368965075385,9.18776359511277e-18,5.76787381248746e-16,"CG30427"
"6636","FBgn0035290",255.590025109133,1.47087063606229,0.171417951794371,8.58061026085945,9.4371121125527e-18,5.8899650307124e-16,"dsb"
"12964","FBgn0086909",1092.90030837898,-0.903613504617796,0.105877590978344,-8.53451137552436,1.40748987830559e-17,8.73375944717371e-16,"CG31751"
"6956","FBgn0035806",231.382500267434,4.20179407941907,0.492491087892927,8.53171596951331,1.44192722019967e-17,8.8960279935882e-16,"PGRP-SD"
"9804","FBgn0040211",221.476360351322,2.95119125830436,0.346921408434991,8.50680063711714,1.78798585965172e-17,1.09680161162064e-15,"hgo"
"762","FBgn0004244",3125.07123792391,-0.962957430528637,0.11334479889379,-8.49582371601344,1.9653409088434e-17,1.19487165858973e-15,"Rdl"
"2240","FBgn0025390",194.485456935268,2.16371590186249,0.25468839760406,8.4955416980801,1.97011908309624e-17,1.19487165858973e-15,"Mur2B"
"956","FBgn0005619",430.646366413092,4.40253067360799,0.519168691937667,8.47996179657263,2.25267896034863e-17,1.35856790108666e-15,"Hdc"
"2474","FBgn0026592",1385.47778072164,-1.16374818809663,0.137273419248748,-8.47759307275536,2.29900432965796e-17,1.37876041781442e-15,"Fie"
"10836","FBgn0051363",2005.76928499335,-1.83329248383384,0.216530689661916,-8.46666348634591,2.52522301153693e-17,1.50601494604717e-15,"Jupiter"
"6096","FBgn0034474",96.4053240178197,6.43108537999953,0.760629742111072,8.45494860896514,2.79210296238336e-17,1.65597929840803e-15,"Obp56g"
"7132","FBgn0036101",319.175149337312,-1.36813333554231,0.162111531922641,-8.43945720157143,3.18814710350493e-17,1.88048127231459e-15,"NijA"
"5705","FBgn0033876",965.788491656574,-1.77728941853214,0.210848395006798,-8.42922906041012,3.47949899040472e-17,2.04111593781392e-15,"Syngr"
"5229","FBgn0033127",2341.56704370089,-1.57185357817652,0.187942482897729,-8.36348202887087,6.08938065464e-17,3.55269028954133e-15,"Tsp42Ef"
"7251","FBgn0036279",3022.07048867328,-0.661016339596242,0.0793122843257665,-8.33435003436782,7.79250724839439e-17,4.52176028710886e-15,"Ncc69"
"5975","FBgn0034290",177.77248003472,-2.58387296962735,0.310636635642637,-8.31799174067764,8.94662457717351e-17,5.16354918472891e-15,"CG5773"
"8298","FBgn0037788",753.122557973438,-0.86168856890901,0.104539483955279,-8.24270922628269,1.68354365288981e-16,9.66462091645569e-15,"CAH7"
"7113","FBgn0036059",705.075606483806,0.842494728131973,0.102757744462675,8.1988441118226,2.42709420643877e-16,1.38589661202767e-14,"nudE"
