"geneid","log2FoldChange","lfcSE","pvalue","padj","symbol"
"FBgn0087002",4.05705587191294,0.093134612999007,0,0,"apolpp"
"FBgn0034515",-5.33802854401579,0.111912844598375,0,0,"CG13428"
"FBgn0002940",7.590263750263,0.200187891333852,0,0,"ninaE"
"FBgn0032181",5.22692419440363,0.107731527184948,0,0,"CG13133"
"FBgn0010019",5.71808657249115,0.116671728745907,0,0,"Cyp4g1"
"FBgn0005391",6.90776204429209,0.141968670294585,0,0,"Yp2"
"FBgn0035817",4.47330645850764,0.111204919041821,0,0,"CG7409"
"FBgn0026385",3.07205600348865,0.0772083688774319,0,0,"Or47b"
"FBgn0038397",4.16489306862394,0.105157720809658,0,0,"CG10185"
"FBgn0036143",4.38982044601281,0.0908058794397915,0,0,"CG14142"
"FBgn0051216",4.09356325295474,0.0809064733864525,0,0,"Naam"
"FBgn0041625",6.72813600361023,0.116407390324655,0,0,"Or65a"
"FBgn0040532",3.69372905941686,0.0881713560877565,0,0,"CG8369"
"FBgn0031289",6.18132501085299,0.166062843507942,2.91889692509348e-303,2.81444211370263e-300,"CG13950"
"FBgn0002773",3.00299732417347,0.084350831381027,1.33862611837977e-277,1.20467426480057e-274,"Mlc2"
"FBgn0020908",3.3702512100402,0.101703173557246,8.40118185033929e-241,7.08797211235813e-238,"Scp1"
"FBgn0050052",-3.71299556697796,0.113179954799483,4.8156986627568e-236,3.82394801462082e-233,"Obp49a"
"FBgn0000120",7.26589508867892,0.221618039002417,9.42542940140247e-236,7.06854841608511e-233,"Arr1"
"FBgn0287423",4.61299041369081,0.141860476796198,5.97513247980567e-232,4.24517438657351e-229,"Nplp2"
"FBgn0035985",2.69058753277575,0.0836673550634982,6.79386353943735e-227,4.58551819594324e-224,"Cpr67B"
"FBgn0004045",7.62658669861403,0.237544170354661,3.6389002538292e-226,2.3391197393543e-223,"Yp1"
"FBgn0029851",3.56618090632161,0.11221061856071,1.17981472225703e-221,7.2392358798853e-219,"CG14445"
"FBgn0037726",3.77971218933322,0.12071933073181,3.41989339357927e-215,2.00718003999681e-212,"CG9492"
"FBgn0000047",3.33053798071251,0.107028158386759,1.36079014108605e-212,7.65387754771689e-210,"Act88F"
"FBgn0003996",3.3450463238163,0.107696490795449,8.37643375713632e-212,4.52293917150333e-209,"w"
"FBgn0029990",4.23203197082177,0.137508563213538,5.40703169892493e-208,2.8072892655303e-205,"CG2233"
"FBgn0004047",10.8177915640163,0.357366153111128,2.77081702733411e-201,1.38530589081419e-198,"Yp3"
"FBgn0013812",3.70496541425736,0.126433164655844,9.29180992888985e-189,4.47964793678872e-186,"Dhc93AB"
"FBgn0013763",2.9263728431365,0.100210863012944,1.82097446381024e-187,8.47632216792222e-185,"Idgf6"
"FBgn0028482",2.58890737818579,0.0891775404574105,2.67865043125185e-185,1.20530340571563e-182,"bdl"
"FBgn0000121",8.14590789996059,0.28159590444841,5.36231238497564e-184,2.33502757692858e-181,"Arr2"
"FBgn0262679",4.63724143955172,0.163862705527364,3.49986193476698e-176,1.47639488304436e-173,"CG43149"
"FBgn0002938",5.97903637598031,0.218620340125414,1.11145189566087e-164,4.54651186046246e-162,"ninaC"
"FBgn0015714",5.88418169947131,0.217154627861378,1.07581382116741e-161,4.27129728586438e-159,"Cyp6a17"
"FBgn0030261",3.72323567196189,0.138429677144097,2.43130733983403e-159,9.37720508011988e-157,"CG15203"
"FBgn0002772",2.80001116922261,0.105036820613874,1.46793835028411e-156,5.50436105291254e-154,"Mlc1"
"FBgn0263830",-2.20886373905045,0.0840059824605607,2.23864669590048e-152,8.16743020215152e-150,"CG40486"
"FBgn0035934",-5.05054374037495,0.192585288397969,1.3796449684787e-151,4.90100721828788e-149,"TrpA1"
"FBgn0034439",3.38916461933844,0.129478359568713,5.04857693003851e-151,1.74745487124589e-148,"CG10062"
"FBgn0020378",-1.85166361730962,0.0725564700601176,1.17322737751559e-143,3.95934909227074e-141,"Sp1"
"FBgn0038142",-4.45308682764204,0.176977346800295,1.04702388948993e-139,3.44726231322551e-137,"CheA87a"
"FBgn0264695",2.42072098883391,0.0967589473417868,3.88895641496241e-138,1.24992911060899e-135,"Mhc"
"FBgn0034335",3.57945897536928,0.143275718029177,9.35318198296584e-138,2.93624659507107e-135,"GstE1"
"FBgn0027556",-1.62030877954989,0.0650214524799578,4.562186146926e-137,1.39965797266714e-134,"CG4928"
"FBgn0035434",2.66093067155556,0.106886042354799,8.42296833376819e-137,2.52670332305637e-134,"Drsl5"
"FBgn0036783",-3.83754515272659,0.155616481972725,2.85540043086991e-134,8.37935878615497e-132,"CheA75a"
"FBgn0034497",2.7535647868124,0.112260327946853,7.35699275984336e-133,2.11302223968352e-130,"Mpcp1"
"FBgn0038181",2.68756812425817,0.111247797471368,6.0942578338167e-129,1.71388305205607e-126,"CG9297"
"FBgn0039510",3.21111477860069,0.135354828743902,2.05442792896555e-124,5.65973930879713e-122,"CG3339"
"FBgn0022355",1.83382249110734,0.0780317133433641,3.98479813607772e-122,1.07581580077826e-119,"Tsf1"
"FBgn0031110",-2.85441057361425,0.122539054919801,5.11342974413332e-120,1.35345466894227e-117,"Obp19b"
"FBgn0003861",7.49868204908553,0.32212894777596,7.31941092583191e-120,1.90009092476548e-117,"trp"
"FBgn0004117",2.31969665768931,0.0997039499131188,9.83374266778284e-120,2.50463570325284e-117,"Tm2"
"FBgn0027584",-2.76732458643189,0.119056366156885,1.64279635237449e-119,4.10668665938949e-117,"CG4757"
"FBgn0043806",2.66015970581764,0.115421947383113,1.56695162202133e-117,3.84586908103018e-115,"CG32032"
"FBgn0031589",1.69853928524978,0.0743036020157314,1.17710319881272e-115,2.83744930013801e-113,"Naprt"
"FBgn0032895",4.29893962441896,0.188511802061134,4.12603834536662e-115,9.77147221475508e-113,"twit"
"FBgn0033980",1.68568077917646,0.074055763112701,1.08365238665573e-114,2.52210751163201e-112,"Cyp6a20"
"FBgn0016076",-2.15183915725809,0.0951062206086963,2.42417739693646e-113,5.54643570868565e-111,"vri"
"FBgn0035293",1.67607403558485,0.0741782126417486,4.82759022352705e-113,1.08612734045653e-110,"CG5687"
"FBgn0033027",4.89951114434498,0.217314825659041,1.48042540035471e-112,3.2761086031784e-110,"TpnC4"
"FBgn0036091",5.18866380425296,0.231543389263973,3.2132857579733e-111,6.99615233014219e-109,"CG18628"
"FBgn0261113",-1.68150261526837,0.0751680503941153,7.72903715553347e-111,1.65609956448486e-108,"Xrp1"
"FBgn0016075",2.66822337803232,0.11944031260452,1.53129801613949e-110,3.22984248747922e-108,"vkg"
"FBgn0039682",5.33559765197621,0.241457519322136,3.34360541276321e-108,6.94389684106008e-106,"Obp99c"
"FBgn0022893",1.92799247499833,0.0873505364915645,5.88627658740363e-108,1.20392193414184e-105,"Df31"
"FBgn0003149",2.22524532116117,0.101211627005254,3.91509218743607e-107,7.88803424450739e-105,"Prm"
"FBgn0000299",2.71581626724978,0.123681789423904,7.24770269725484e-107,1.43877556926828e-104,"Col4a1"
"FBgn0003884",1.45865994110677,0.0682005947945929,1.7359352749004e-101,3.39614351824355e-99,"alphaTub84B"
"FBgn0038820",2.84080068952548,0.133042259651734,3.68686618900882e-101,7.10985809791858e-99,"CG4000"
"FBgn0003513",-1.5985418997341,0.0750332733921475,1.03253937848191e-100,1.96313367184893e-98,"ss"
"FBgn0011669",4.90093341325253,0.230268564197018,1.61244720155175e-100,3.02311455190931e-98,"Mst57Db"
"FBgn0026415",1.53655271645009,0.0724948118631069,1.05418020356372e-99,1.92895005548338e-97,"Idgf4"
"FBgn0039232",2.01546520154054,0.095090632124945,1.05742872883747e-99,1.92895005548338e-97,"sosie"
"FBgn0026439",1.97877826871447,0.0935897299346749,3.19303817597435e-99,5.74704297833037e-97,"Eaat1"
"FBgn0036597",-2.94720126972822,0.140216104202397,4.39665306764526e-98,7.8092657579136e-96,"CG4962"
"FBgn0030359",4.67526575525222,0.225593284903553,2.09091927874338e-95,3.66562588879959e-93,"CG18130"
"FBgn0026562",2.04116461442044,0.0990160989787908,2.03530075493475e-94,3.52237498600824e-92,"SPARC"
"FBgn0001168",-2.01946498777186,0.0987512295081725,6.00459928002392e-93,1.02602640102586e-90,"h"
"FBgn0033875",1.78489648509021,0.0880379430196853,2.17415739468701e-91,3.66861883385999e-89,"CG6357"
"FBgn0000045",2.16841722477021,0.107121441990915,4.12750344908516e-91,6.87866284681488e-89,"Act79B"
"FBgn0003886",6.6283727765898,0.327875324838692,7.05984680768318e-91,1.16220575679165e-88,"alphaTub85E"
"FBgn0004108",2.29077051011569,0.114871813924144,1.75987940804632e-88,2.8622424252069e-86,"Nrt"
"FBgn0013953",-1.54552523570325,0.0776395105212728,3.57953066316189e-88,5.75239100262171e-86,"Esp"
"FBgn0026160",-1.68213551498642,0.0848763643900071,2.05522294685069e-87,3.26393583053382e-85,"tna"
"FBgn0038850",5.74807882248699,0.291587862594278,1.66697888432443e-86,2.61657534412738e-84,"CG17279"
"FBgn0001091",1.36234244142416,0.0691452714099496,2.04778683812214e-86,3.17736488825411e-84,"Gapdh1"
"FBgn0029843",-2.09895163634857,0.10713899856103,1.84817286342521e-85,2.83505516856556e-83,"Nep1"
"FBgn0024236",1.55693318085844,0.0795147058953846,2.27036634062196e-85,3.44355901483774e-83,"foi"
"FBgn0027657",-2.02726091323419,0.103636877795744,3.31239667500947e-85,4.9682269684392e-83,"glob1"
"FBgn0036560",2.42989026048851,0.124363332574269,5.15381891130719e-85,7.64520895425667e-83,"CG5895"
"FBgn0030304",2.49506168904959,0.12795682837948,1.11412360360705e-84,1.63473418750995e-82,"Cyp4g15"
